1,depend_on_r,2
2,depend_on_r,27
2,depend_on_r,3
2,depend_on_r,5
2,depend_on_r,1
3,depend_on_r,5
3,depend_on_r,6
3,depend_on_r,7
3,depend_on_r,8
3,depend_on_r,13
3,depend_on_r,15
3,depend_on_r,16
3,depend_on_r,17
3,depend_on_r,18
3,depend_on_r,2
5,depend_on_r,2
5,depend_on_r,27
5,depend_on_r,3
6,depend_on_r,7
6,depend_on_r,8
6,depend_on_r,9
6,depend_on_r,11
6,depend_on_r,13
6,depend_on_r,16
6,depend_on_r,3
7,depend_on_r,8
7,depend_on_r,9
7,depend_on_r,12
7,depend_on_r,13
7,depend_on_r,18
7,depend_on_r,3
7,depend_on_r,6
8,depend_on_r,16
8,depend_on_r,18
8,depend_on_r,3
8,depend_on_r,6
8,depend_on_r,7
9,depend_on_r,6
9,depend_on_r,7
10,depend_on_r,15
10,depend_on_r,20
10,depend_on_r,26
10,depend_on_r,28
11,depend_on_r,6
12,depend_on_r,15
12,depend_on_r,18
12,depend_on_r,20
12,depend_on_r,7
13,depend_on_r,3
13,depend_on_r,6
13,depend_on_r,7
14,depend_on_r,26
14,depend_on_r,29
15,depend_on_r,20
15,depend_on_r,3
15,depend_on_r,10
15,depend_on_r,12
16,depend_on_r,3
16,depend_on_r,6
16,depend_on_r,8
17,depend_on_r,18
17,depend_on_r,27
17,depend_on_r,3
18,depend_on_r,3
18,depend_on_r,7
18,depend_on_r,8
18,depend_on_r,12
18,depend_on_r,17
19,depend_on_r,21
19,depend_on_r,24
20,depend_on_r,10
20,depend_on_r,12
20,depend_on_r,15
21,depend_on_r,19
22,depend_on_r,23
22,depend_on_r,24
23,depend_on_r,24
23,depend_on_r,22
24,depend_on_r,19
24,depend_on_r,22
24,depend_on_r,23
26,depend_on_r,29
26,depend_on_r,10
26,depend_on_r,14
27,depend_on_r,5
27,depend_on_r,17
27,depend_on_r,2
28,depend_on_r,29
28,depend_on_r,10
29,depend_on_r,14
29,depend_on_r,26
29,depend_on_r,28
30,depend_on_r,31
30,depend_on_r,32
30,depend_on_r,33
30,depend_on_r,34
30,depend_on_r,35
30,depend_on_r,36
30,depend_on_r,37
30,depend_on_r,376
30,depend_on_r,38
30,depend_on_r,39
30,depend_on_r,40
30,depend_on_r,401
30,depend_on_r,458
30,depend_on_r,461
30,depend_on_r,465
30,depend_on_r,466
30,depend_on_r,468
30,depend_on_r,473
30,depend_on_r,474
30,depend_on_r,70
30,depend_on_r,135
30,depend_on_r,142
30,depend_on_r,148
30,depend_on_r,149
30,depend_on_r,155
30,depend_on_r,157
30,depend_on_r,158
30,depend_on_r,160
30,depend_on_r,163
30,depend_on_r,258
30,depend_on_r,278
30,depend_on_r,279
31,depend_on_r,32
31,depend_on_r,33
31,depend_on_r,34
31,depend_on_r,35
31,depend_on_r,38
31,depend_on_r,39
31,depend_on_r,40
31,depend_on_r,466
31,depend_on_r,469
31,depend_on_r,470
31,depend_on_r,474
31,depend_on_r,125
31,depend_on_r,129
31,depend_on_r,148
31,depend_on_r,149
31,depend_on_r,155
31,depend_on_r,156
31,depend_on_r,158
31,depend_on_r,159
31,depend_on_r,30
32,depend_on_r,33
32,depend_on_r,34
32,depend_on_r,35
32,depend_on_r,38
32,depend_on_r,39
32,depend_on_r,40
32,depend_on_r,461
32,depend_on_r,466
32,depend_on_r,468
32,depend_on_r,469
32,depend_on_r,470
32,depend_on_r,472
32,depend_on_r,474
32,depend_on_r,125
32,depend_on_r,126
32,depend_on_r,129
32,depend_on_r,145
32,depend_on_r,148
32,depend_on_r,149
32,depend_on_r,152
32,depend_on_r,155
32,depend_on_r,156
32,depend_on_r,158
32,depend_on_r,159
32,depend_on_r,164
32,depend_on_r,261
32,depend_on_r,262
32,depend_on_r,263
32,depend_on_r,30
32,depend_on_r,31
33,depend_on_r,34
33,depend_on_r,35
33,depend_on_r,38
33,depend_on_r,39
33,depend_on_r,40
33,depend_on_r,466
33,depend_on_r,468
33,depend_on_r,469
33,depend_on_r,470
33,depend_on_r,472
33,depend_on_r,474
33,depend_on_r,125
33,depend_on_r,129
33,depend_on_r,145
33,depend_on_r,148
33,depend_on_r,149
33,depend_on_r,152
33,depend_on_r,155
33,depend_on_r,156
33,depend_on_r,158
33,depend_on_r,159
33,depend_on_r,261
33,depend_on_r,262
33,depend_on_r,30
33,depend_on_r,31
33,depend_on_r,32
34,depend_on_r,35
34,depend_on_r,36
34,depend_on_r,38
34,depend_on_r,39
34,depend_on_r,40
34,depend_on_r,401
34,depend_on_r,464
34,depend_on_r,466
34,depend_on_r,469
34,depend_on_r,474
34,depend_on_r,148
34,depend_on_r,149
34,depend_on_r,154
34,depend_on_r,155
34,depend_on_r,158
34,depend_on_r,159
34,depend_on_r,160
34,depend_on_r,261
34,depend_on_r,271
34,depend_on_r,278
34,depend_on_r,30
34,depend_on_r,31
34,depend_on_r,32
34,depend_on_r,33
35,depend_on_r,36
35,depend_on_r,38
35,depend_on_r,39
35,depend_on_r,40
35,depend_on_r,401
35,depend_on_r,466
35,depend_on_r,468
35,depend_on_r,469
35,depend_on_r,470
35,depend_on_r,472
35,depend_on_r,474
35,depend_on_r,70
35,depend_on_r,129
35,depend_on_r,135
35,depend_on_r,149
35,depend_on_r,154
35,depend_on_r,155
35,depend_on_r,157
35,depend_on_r,158
35,depend_on_r,160
35,depend_on_r,163
35,depend_on_r,30
35,depend_on_r,31
35,depend_on_r,32
35,depend_on_r,33
35,depend_on_r,34
36,depend_on_r,37
36,depend_on_r,468
36,depend_on_r,474
36,depend_on_r,158
36,depend_on_r,160
36,depend_on_r,30
36,depend_on_r,34
