msu_CSE 476,depend_on_r,msu_CSE 335
mit_6.815,depend_on_r,mit_6.005
cmu_15-150,depend_on_r,cmu_15-112
illinois_CS 429,depend_on_r,illinois_CS 427
caltech_CS 24,depend_on_r,caltech_CS 11
stanford_CS 231N,depend_on_r,stanford_CS 131
cmu_15-463,depend_on_r,cmu_15-213
purdue_CS 64100,depend_on_r,purdue_CS 54200
purdue_CS 62600,depend_on_r,purdue_CS 52600
stanford_CS 247,depend_on_r,stanford_CS 142
psu_CSE 545,depend_on_r,psu_CSE 543
stanford_CS 262,depend_on_r,stanford_CS 161
mit_6.581,depend_on_r,mit_6.021
psu_CMPSC 302,depend_on_r,psu_CMPSC 102
stanford_CS 224U,depend_on_r,stanford_CS 221
illinois_CS 548,depend_on_r,illinois_CS 446
purdue_CS 61500,depend_on_r,purdue_CS 51400
maryland_CMSC 412,depend_on_r,maryland_CMSC 330
cmu_15-405,depend_on_r,cmu_15-410
caltech_CS 151,depend_on_r,caltech_CS 38
mit_6.440,depend_on_r,mit_6.045
mit_6.845,depend_on_r,mit_6.045
stanford_CS 221,depend_on_r,stanford_CS 107
psu_CMPSC 441,depend_on_r,psu_CMPSC 122
stanford_CS 109,depend_on_r,stanford_CS 106B
"princeton_COS  432,ELE  432",depend_on_r,princeton_COS  217
cmu_15-365,depend_on_r,cmu_15-213
mit_6.374,depend_on_r,mit_6.004
caltech_CS 142,depend_on_r,caltech_CS 24
psu_CMPSC 460,depend_on_r,psu_CMPSC 462
cmu_15-441,depend_on_r,cmu_15-213
stanford_CS 190,depend_on_r,stanford_CS 140
iowa_CS:3820,depend_on_r,iowa_CS:2630
psu_CSE 588,depend_on_r,psu_CMPSC 465
iowa_CS:3620,depend_on_r,iowa_CS:2630
mit_6.801,depend_on_r,mit_6.003
psu_CMPSC 402,depend_on_r,psu_CMPSC 121
mit_6.267,depend_on_r,mit_6.042
mit_6.837,depend_on_r,mit_6.005
msu_CSE 460,depend_on_r,msu_CSE 331
cmu_15-451,depend_on_r,cmu_15-210
stanford_CS 448Z,depend_on_r,stanford_CS 248
stanford_CS 167,depend_on_r,stanford_CS 161
cmu_15-466,depend_on_r,cmu_15-462
illinois_CS 424,depend_on_r,illinois_CS 241
stanford_CS 448Z,depend_on_r,stanford_CS 148
msu_CSE 420,depend_on_r,msu_CSE 260
cmu_15-414,depend_on_r,cmu_15-251
maryland_CMSC 466,depend_on_r,maryland_CMSC 131
maryland_CMSC 417,depend_on_r,maryland_CMSC 330
caltech_CS 142,depend_on_r,caltech_CS 38
psu_CMPSC 473,depend_on_r,psu_CMPSC 311
msu_CSE 201,depend_on_r,msu_CSE 101
mit_6.932,depend_on_r,mit_6.033
princeton_COS  518,depend_on_r,princeton_COS  318
iowa_CS:2110,depend_on_r,iowa_CS:1110
caltech_CS 122,depend_on_r,caltech_CS 38
psu_CSE 565,depend_on_r,psu_CMPSC 465
mit_6.824,depend_on_r,mit_6.033
caltech_SS/CS 241,depend_on_r,caltech_SS/CS 149
msu_CSE 471,depend_on_r,msu_CSE 331
illinois_CS 465,depend_on_r,illinois_CS 225
stanford_CS 205A,depend_on_r,stanford_CS 106B
caltech_CS/EE 146,depend_on_r,caltech_CS/EE 143
mit_6.047,depend_on_r,mit_6.006
psu_CSE 557,depend_on_r,psu_CMPSC 450
illinois_CS 554,depend_on_r,illinois_CS 457
cmu_15-294,depend_on_r,cmu_15-112
stanford_CS 221,depend_on_r,stanford_CS 109
msu_CSE 477,depend_on_r,msu_CSE 331
maryland_CMSC 412,depend_on_r,maryland_CMSC 351
caltech_CS 138,depend_on_r,caltech_CS 21
cmu_15-417,depend_on_r,cmu_15-317
maryland_CMSC 417,depend_on_r,maryland_CMSC 351
princeton_COS  451,depend_on_r,princeton_COS  226
psu_CSE 544,depend_on_r,psu_CSE 543
caltech_CS 38,depend_on_r,caltech_Ma/CS 6
psu_CSE 522,depend_on_r,psu_CMPSC 461
illinois_CS 523,depend_on_r,illinois_CS 425
caltech_CMS/CS/CNS/EE 155,depend_on_r,caltech_CS/CNS/EE 156
cmu_15-354,depend_on_r,cmu_15-251
"princeton_COS  375,ELE  375",depend_on_r,princeton_COS  217
msu_CSE 335,depend_on_r,msu_CSE 232
caltech_CS/EE 143,depend_on_r,caltech_CS 38
illinois_CS 524,depend_on_r,illinois_CS 475
iowa_CS:5810,depend_on_r,iowa_CS:2820
illinois_CS 554,depend_on_r,illinois_CS 450
caltech_CS 21,depend_on_r,caltech_CS 2
maryland_CMSC 427,depend_on_r,maryland_CMSC 420
psu_CMPSC 474,depend_on_r,psu_CMPSC 312
mit_6.867,depend_on_r,mit_6.041
mit_6.872,depend_on_r,mit_6.034
iowa_CS:3910,depend_on_r,iowa_CS:2520
caltech_CS 119,depend_on_r,caltech_CS 116
psu_CMPSC 470,depend_on_r,psu_CMPSC 462
cmu_15-491,depend_on_r,cmu_15-122
iowa_CS:4400,depend_on_r,iowa_CS:3330
stanford_CS 210A,depend_on_r,stanford_CS 109
maryland_CMSC 132,depend_on_r,maryland_CMSC 131
princeton_COS  318,depend_on_r,princeton_COS  217
stanford_CS 245,depend_on_r,stanford_CS 161
cmu_15-411,depend_on_r,cmu_15-213
mit_6.871,depend_on_r,mit_6.004
psu_CSE 564,depend_on_r,psu_CSE 565
msu_CSE 498,depend_on_r,msu_CSE 460
mit_6.172,depend_on_r,mit_6.004
maryland_CMSC 421,depend_on_r,maryland_CMSC 330
illinois_CS 467,depend_on_r,illinois_CS 225
msu_CSE 498,depend_on_r,msu_CSE 471
maryland_CMSC 723,depend_on_r,maryland_CMSC 421
stanford_CS 157,depend_on_r,stanford_CS 103
iowa_CS:5350,depend_on_r,iowa_CS:3330
stanford_CS 225A,depend_on_r,stanford_CS 223A
stanford_CS 265,depend_on_r,stanford_CS 161
cmu_15-449,depend_on_r,cmu_15-410
cmu_15-351,depend_on_r,cmu_15-121
stanford_CS 124,depend_on_r,stanford_CS 103
cmu_15-369,depend_on_r,cmu_15-122
mit_6.344,depend_on_r,mit_6.041
illinois_CS 233,depend_on_r,illinois_CS 173
stanford_CS 224N,depend_on_r,stanford_CS 221
iowa_CS:5800,depend_on_r,iowa_CS:2820
stanford_CS 231M,depend_on_r,stanford_CS 231A
mit_6.856,depend_on_r,mit_6.042
cmu_15-313,depend_on_r,cmu_15-214
mit_6.876,depend_on_r,mit_6.875
illinois_CS 418,depend_on_r,illinois_CS 225
stanford_CS 246,depend_on_r,stanford_CS 109
msu_CSE 420,depend_on_r,msu_CSE 320
iowa_CS:4980,depend_on_r,iowa_CS:2230
psu_CMPSC 438,depend_on_r,psu_CMPSC 312
psu_CMPSC 463,depend_on_r,psu_CMPSC 462
stanford_CS 224U,depend_on_r,stanford_CS 157
caltech_CS 121,depend_on_r,caltech_CS 1
mit_6.552,depend_on_r,mit_6.431
illinois_CS 548,depend_on_r,illinois_CS 440
iowa_CS:5350,depend_on_r,iowa_CS:4340
stanford_CS 371,depend_on_r,stanford_CS 106A
psu_CMPSC 470,depend_on_r,psu_CMPSC 312
iowa_CS:4980,depend_on_r,iowa_CS:2110
msu_CSE 498,depend_on_r,msu_CSE 480
purdue_CS 63500,depend_on_r,purdue_CS 53500
psu_CMPSC 450,depend_on_r,psu_CMPSC 121
stanford_CS 348B,depend_on_r,stanford_CS 248
caltech_CS 138,depend_on_r,caltech_CS 38
mit_6.503,depend_on_r,mit_6.046
stanford_CS 106B,depend_on_r,stanford_CS 106A
psu_CMPSC 311,depend_on_r,psu_CMPSC 221
illinois_CS 579,depend_on_r,illinois_CS 473
mit_6.830,depend_on_r,mit_6.033
cmu_15-251,depend_on_r,cmu_15-112
caltech_CMS/CS/EE 144,depend_on_r,caltech_CS 38
stanford_CS 244B,depend_on_r,stanford_CS 249A
cmu_15-417,depend_on_r,cmu_15-312
caltech_BE/CS 196,depend_on_r,caltech_BE/CS/CNS/Bi 191
princeton_COS  429,depend_on_r,princeton_COS  217
stanford_CS 549,depend_on_r,stanford_CS 147
msu_CSE 472,depend_on_r,msu_CSE 335
illinois_CS 554,depend_on_r,illinois_CS 555
msu_CSE 847,depend_on_r,msu_CSE 841
psu_CMPSC 441,depend_on_r,psu_CMPSC 360
illinois_CS 565,depend_on_r,illinois_CS 465
maryland_CMSC 435,depend_on_r,maryland_CMSC 420
psu_CMPSC 444,depend_on_r,psu_CMPSC 430
mit_6.857,depend_on_r,mit_6.042
mit_6.637,depend_on_r,mit_6.003
mit_6.865,depend_on_r,mit_6.005
mit_6.021,depend_on_r,mit_6.071
iowa_CS:2620,depend_on_r,iowa_CS:2110
mit_6.005,depend_on_r,mit_6.042
illinois_CS 225,depend_on_r,illinois_CS 173
purdue_CS 63600,depend_on_r,purdue_CS 50300
mit_6.101,depend_on_r,mit_6.071
stanford_CS 161,depend_on_r,stanford_CS 103
stanford_CS 316,depend_on_r,stanford_CS 149
mit_6.S04,depend_on_r,mit_6.0001
psu_CMPSC 467,depend_on_r,psu_CMPSC 360
cmu_15-492,depend_on_r,cmu_15-122
maryland_CMSC 714,depend_on_r,maryland_CMSC 411
illinois_CS 476,depend_on_r,illinois_CS 373
cmu_15-295,depend_on_r,cmu_15-122
