source_node_id,target_node_id
0,73
0,54
0,51
0,10
0,58
0,65
0,63
0,49
0,34
0,23
0,11
0,4
0,72
0,7
0,56
0,35
0,79
1,85
1,8
1,45
1,54
1,50
1,28
1,52
1,20
1,4
1,0
1,7
1,37
2,52
2,72
2,54
2,43
2,4
3,8
3,15
3,43
4,81
4,73
4,54
4,51
4,15
4,58
4,65
4,63
4,49
4,34
4,23
4,52
4,11
4,0
4,7
4,56
4,35
4,43
4,79
5,8
5,54
5,51
5,15
5,65
5,1
5,75
5,34
5,25
5,11
5,4
5,36
5,0
5,72
5,7
5,43
5,30
6,45
6,85
7,81
7,8
7,73
7,54
7,51
7,10
7,58
7,65
7,1
7,63
7,49
7,34
7,23
7,11
7,4
7,0
7,72
7,7
7,37
7,56
7,35
7,79
8,8
8,54
8,51
8,10
8,15
8,65
8,1
8,75
8,34
8,25
8,11
8,82
8,4
8,36
8,0
8,72
8,7
8,37
8,43
8,30
9,8
9,54
9,51
9,10
9,15
9,65
9,1
9,75
9,34
9,52
9,20
9,25
9,11
9,4
9,36
9,0
9,72
9,7
9,43
9,30
10,8
10,54
10,10
10,15
10,28
10,82
10,4
10,36
10,0
10,72
10,7
10,37
10,43
11,81
11,8
11,73
11,54
11,51
11,15
11,58
11,65
11,1
11,63
11,49
11,28
11,34
11,23
11,25
11,11
11,4
11,0
11,72
11,7
11,56
11,35
11,79
12,81
12,1
12,75
12,52
12,43
12,4
13,34
13,25
13,11
13,4
13,0
13,43
14,75
14,43
15,8
15,54
15,51
15,1
15,20
15,25
15,10
15,65
15,34
15,0
15,37
15,43
15,75
15,4
15,72
15,7
15,14
15,15
15,11
15,36
15,30
16,8
16,54
16,51
16,1
16,25
16,65
16,34
16,0
16,43
16,45
16,75
16,4
16,72
16,7
16,15
16,11
16,36
16,30
17,81
17,15
17,65
17,60
17,34
17,11
17,82
17,4
17,35
18,65
18,1
18,54
18,35
18,58
18,43
18,79
19,54
20,1
20,75
20,20
20,36
20,15
20,82
20,43
20,30
21,85
21,8
21,54
21,51
21,15
21,65
21,1
21,50
21,75
21,34
21,25
21,11
21,82
21,4
21,36
21,0
21,72
21,7
21,43
21,30
21,79
22,15
22,1
22,50
22,75
22,43
23,73
23,54
23,51
23,58
23,65
23,63
23,49
23,34
23,23
23,52
23,11
23,4
23,0
23,7
23,56
23,35
23,43
23,79
24,45
24,10
24,15
24,1
24,50
24,36
25,8
25,54
25,51
25,1
25,25
25,65
25,34
25,0
25,43
25,75
25,4
25,72
25,7
25,81
25,15
25,60
25,11
25,36
25,30
26,8
26,15
26,75
26,20
26,11
26,36
26,0
27,8
27,54
27,15
27,75
27,43
28,8
28,54
28,10
28,1
28,50
28,28
28,34
28,36
28,0
28,72
28,7
28,37
28,43
29,81
29,8
29,73
29,54
29,51
29,15
29,58
29,65
29,1
29,63
29,49
29,34
29,23
29,52
29,11
29,4
29,36
29,0
29,72
29,7
29,37
29,56
29,35
29,79
30,8
30,54
30,51
30,15
30,65
30,1
30,75
30,34
30,20
30,25
30,11
30,4
30,36
30,0
30,72
30,7
30,43
30,30
31,73
31,54
31,51
31,58
31,65
31,63
31,49
31,34
31,23
31,11
31,4
31,0
31,7
31,56
31,35
31,43
31,79
32,50
32,75
32,37
32,43
33,36
34,8
34,73
34,54
34,51
34,15
34,58
34,65
34,1
34,63
34,83
34,49
34,28
34,34
34,23
34,52
34,20
34,25
34,11
34,4
34,0
34,72
34,7
34,56
34,35
34,79
35,73
35,54
35,51
35,15
35,58
35,65
35,63
35,49
35,34
35,23
35,11
35,4
35,0
35,72
35,7
35,56
35,35
35,43
35,79
36,8
36,54
36,51
36,15
36,65
36,1
36,75
36,34
36,20
36,25
36,11
36,4
36,36
36,0
36,72
36,7
36,37
36,43
36,30
37,85
37,8
37,45
37,54
37,15
37,37
37,43
38,8
38,73
38,54
38,51
38,10
38,58
38,65
38,1
38,63
38,49
38,34
38,23
38,11
38,4
38,36
38,0
38,7
38,37
38,56
38,35
38,79
39,8
39,25
39,7
39,54
39,56
39,79
40,8
40,73
40,54
40,51
40,58
40,65
40,63
40,49
40,34
40,23
40,11
40,4
40,0
40,7
40,56
40,35
40,79
41,45
41,8
41,15
41,1
41,20
41,43
42,85
42,15
42,20
42,4
42,36
42,37
42,30
43,8
43,54
43,51
43,1
43,25
43,65
43,34
43,0
43,43
43,83
43,75
43,4
43,72
43,7
43,15
43,11
43,82
43,36
43,30
44,65
44,1
44,8
44,11
44,7
44,54
44,43
45,54
45,1
46,8
46,54
46,10
46,43
47,45
47,43
48,45
48,73
48,54
48,51
48,58
48,65
48,1
48,63
48,49
48,34
48,23
48,11
48,4
48,0
48,7
48,35
48,56
48,43
48,79
49,73
49,54
49,51
49,58
49,65
49,63
49,49
49,34
49,23
49,20
49,11
49,4
49,0
49,7
49,56
49,35
49,43
49,79
50,10
50,15
50,83
50,50
50,7
50,43
50,79
51,8
51,73
51,54
51,51
51,10
51,58
51,65
51,1
51,63
51,49
51,34
51,23
51,11
51,4
51,0
51,72
51,7
51,56
51,35
51,43
51,79
52,25
52,43
52,52
52,4
52,81
53,8
53,15
53,52
53,11
53,4
53,37
53,43
54,81
54,73
54,54
54,51
54,10
54,15
54,58
54,65
54,1
54,63
54,50
54,49
54,28
54,75
54,34
54,23
54,11
54,4
54,0
54,7
54,56
54,35
54,43
54,79
55,43
56,73
56,54
56,51
56,58
56,65
56,1
56,63
56,49
56,34
56,23
56,11
56,4
56,0
56,72
56,7
56,56
56,35
56,43
56,79
57,54
58,81
58,73
58,54
58,51
58,15
58,58
58,65
58,63
58,49
58,28
58,34
58,23
58,11
58,4
58,36
58,0
58,7
58,56
58,35
58,43
58,79
59,1
59,75
59,25
59,43
60,81
60,60
61,54
61,1
61,28
61,43
62,81
62,73
62,54
62,51
62,58
62,65
62,63
62,49
62,34
62,23
62,52
62,11
62,4
62,0
62,7
62,56
62,35
62,43
62,79
63,73
63,54
63,51
63,58
63,65
63,63
63,49
63,34
63,23
63,11
63,4
63,0
63,7
63,56
63,35
63,43
63,79
64,8
64,15
65,73
65,54
65,51
65,15
65,58
65,65
65,1
65,63
65,49
65,28
65,34
65,23
65,11
65,4
65,0
65,7
65,56
65,35
65,79
66,81
66,73
66,54
66,51
66,58
66,65
66,63
66,49
66,34
66,23
66,11
66,4
66,0
66,72
66,7
66,56
66,35
66,43
66,79
67,81
67,52
67,4
68,15
68,75
69,1
69,52
69,54
69,15
69,82
69,43
69,4
70,54
70,1
71,8
71,51
71,65
71,52
71,11
71,4
71,0
71,35
71,43
72,15
72,65
72,49
72,34
72,52
72,4
72,72
72,7
72,43
72,79
73,73
73,54
73,51
73,58
73,65
73,63
73,49
73,34
73,23
73,11
73,4
73,0
73,7
73,56
73,35
73,43
73,79
74,1
74,43
75,15
75,1
75,75
75,20
75,36
75,43
75,30
77,8
77,54
77,83
77,75
77,34
77,52
77,11
77,4
77,37
77,43
78,85
78,15
78,50
78,37
78,43
79,73
79,54
79,51
79,1
79,63
79,23
79,56
79,65
79,49
79,34
79,0
79,35
79,43
79,4
79,72
79,7
79,79
79,81
79,58
79,11
80,8
80,73
80,54
80,51
80,15
80,58
80,65
80,1
80,63
80,49
80,75
80,34
80,23
80,25
80,11
80,4
80,36
80,0
80,72
80,7
80,56
80,35
80,43
80,30
80,79
81,54
81,25
81,65
81,0
81,43
81,75
81,52
81,4
81,7
81,79
81,81
82,82
83,8
83,15
83,83
83,20
83,4
83,43
84,1
84,43
84,4
85,85
85,8
85,1
85,37
87,36
