uc9QZgWle8U,r_contain_c,String (computer science)
QhKIaK4ReUA,r_contain_c,Communication
CnCFj4o_e9Q,depend_on_r,mb5wV4AqXso
ELp9ytLjupE,r_contain_c,Interpolation
03fhijH6e2w,r_contain_c,Integer
IBL9MqvpPlM,depend_on_r,CJQ9qrFo5ko
8z4zUjsZZrs,r_contain_c,C (programming language)
3LqwxAbOXpM,r_contain_c,Communication
Bwo2oD8cu68,r_contain_c,Semantics
H00_PVX2bRw,r_contain_c,C (programming language)
w-WIQ41cDXI,r_contain_c,Lock (computer science)
ThnCx4MTVNw,r_contain_c,Data (computing)
QEtWL4lWlL4,depend_on_r,xKJjyn8DaAw
U8C48-lCa8g,r_contain_c,Logic
BmayUdDaDYM,r_contain_c,Data
1eUVC4bI7QE,r_contain_c,Integral
Rendering (computer graphics),depend_on_c,Shading
KwMB-JP74YE,r_contain_c,Control flow
EbNJ05EVXs0,depend_on_r,G3OwDpYTJPE
5uic4Y2T9mU,depend_on_r,cqmJoI4QwYg
ySTr4TO3IiU,r_contain_c,Algorithm
hY6lydCMQB0,r_contain_c,Variable (computer science)
tnOOiSjTI8I,r_contain_c,Algorithm
TdtFxXo2zpg,r_contain_c,Matrix (mathematics)
omuyzDmNaf4,depend_on_r,cP1fN6xf3nI
ySTr4TO3IiU,r_contain_c,Speech recognition
YZ_z2mE_6Vs,r_contain_c,Computation
Km45DNEa9mI,depend_on_r,YSr5zmVqZLI
RR6Ben6qVnE,r_contain_c,Object (computer science)
2Wm_zTKWw3U,r_contain_c,Index (database)
bLzn6RhSb6I,r_contain_c,Data structure
YGnJyipLKrM,depend_on_r,mzfVimVbguQ
eskFflL7Ny0,depend_on_r,myr_VzA3tS8
ZPPjW4mqI8I,r_contain_c,Reason
HNtNeyOVh38,r_contain_c,Polynomial
2idtvCcOna8,r_contain_c,Algorithm
OI4cYnHCHu4,r_contain_c,Synchronization
PpB5D5yI1QY,depend_on_r,OPqJv609aIc
UYv36HV3Sng,r_contain_c,Logic
sCmsrSBJT8A,r_contain_c,Multiplication
L2oWDL3Msaw,r_contain_c,Reason
Message passing,depend_on_c,Computer science
vlFdVYAXIxg,r_contain_c,Computing
Concurrency (computer science),depend_on_c,Computer science
AN5I6fFxyfs,r_contain_c,Scheduling (computing)
Recursion (computer science),depend_on_c,Programming language
jI_D3Bzf0u4,r_contain_c,Statistics
jqhQx9U9kok,r_contain_c,Object (computer science)
eCAHcfA-2c8,r_contain_c,Cryptanalysis
8BHpKzahwPM,depend_on_r,TkCYBNUCpnA
piuWSMLNeco,depend_on_r,mAK9KklkRYY
8QpDGVGml6M,r_contain_c,Reason
U8C48-lCa8g,r_contain_c,C (programming language)
qC2hHLlxqPY,r_contain_c,Computing
c1Ou_yqXjoo,r_contain_c,Computation
5wRPin4oxCo,r_contain_c,Computer
0xVl2_qvj1I,r_contain_c,C (programming language)
LiSEdc9RpLU,r_contain_c,Inference
1eUVC4bI7QE,r_contain_c,C (programming language)
7P53AOKtVdQ,r_contain_c,Integer
xs7M3wmoGUc,r_contain_c,Logic
AN5I6fFxyfs,depend_on_r,fJaPlsVIzio
qC2hHLlxqPY,r_contain_c,Scope (computer science)
ok-M86mjfAQ,r_contain_c,C (programming language)
gmoC8xC4MGw,r_contain_c,Computation
OU3jI8j7Ozw,depend_on_r,Nf08BQbZHMQ
Boundary value problem,depend_on_c,Ordinary differential equation
k2ajK9uM0Co,r_contain_c,Multiplication
Data analysis,depend_on_c,Problem solving
vWU1Ct271vQ,r_contain_c,Communication
hVPDals5HDE,r_contain_c,Stack (data structure)
gbOc1Hw5Ifc,depend_on_r,2idtvCcOna8
c59E5b0pcyw,r_contain_c,Visualization (computer graphics)
-4mLOLHSnMw,r_contain_c,Logic
TiwvPlTSqss,r_contain_c,Compiler
NP-complete,depend_on_c,Algorithm
hVPDals5HDE,r_contain_c,Computing
kJBW4Lhz5f4,depend_on_r,TrlqZ_cIKhw
HNtNeyOVh38,depend_on_r,ZfB5I0wmu1s
BA1rnEMBjjQ,depend_on_r,hY6lydCMQB0
ayP5Ey-djgw,r_contain_c,Database
vEy54Wq4Nrw,r_contain_c,Data (computing)
d0OxV2rA398,depend_on_r,SWs4P1VlBbQ
cqmJoI4QwYg,r_contain_c,Randomness
m31K9yGf_fQ,r_contain_c,Synchronization
q9THx--fAFw,r_contain_c,Index (database)
w-WIQ41cDXI,r_contain_c,Server (computing)
3LqwxAbOXpM,r_contain_c,Robot
WdqdebPmPuQ,r_contain_c,Symmetric multiprocessing
h9CxARIB8gY,depend_on_r,nRu270DVdTY
a6NJQ3AMcdo,r_contain_c,Finite set
1eUVC4bI7QE,r_contain_c,Algorithm
-_SHiJTOZDc,r_contain_c,Logic
EUzsy3W4I0g,r_contain_c,Computer
FJNAokhimfg,r_contain_c,Index (database)
m31K9yGf_fQ,depend_on_r,7P53AOKtVdQ
QQHlZGDpVyA,r_contain_c,Image
yxnbvS2t_QA,r_contain_c,Unix
0xVl2_qvj1I,r_contain_c,Image
G3OwDpYTJPE,r_contain_c,Recursion
DoNqOcmlg9c,depend_on_r,PpB5D5yI1QY
ySTr4TO3IiU,r_contain_c,Stochastic
rs84dWPEFGU,depend_on_r,qC2hHLlxqPY
SWs4P1VlBbQ,r_contain_c,Algorithm
ujT6nt_hHEc,r_contain_c,Computer graphics
2Wm_zTKWw3U,r_contain_c,String (computer science)
OU3jI8j7Ozw,depend_on_r,WdqdebPmPuQ
Traffic analysis,depend_on_c,Cryptography
jqhQx9U9kok,r_contain_c,Graphics
TdtFxXo2zpg,depend_on_r,mZr0StOMam4
_Pvu1599vFU,r_contain_c,C (programming language)
LiSEdc9RpLU,r_contain_c,Graph theory
Q7pb3EectLo,r_contain_c,Polynomial
ZPQqmocI2kI,r_contain_c,Scheduling (computing)
sCmsrSBJT8A,r_contain_c,Cloud computing
FO5XLAMh9E0,r_contain_c,Algorithm
0IgOapAtauM,r_contain_c,Polynomial
GiBG9_6w3hw,r_contain_c,Natural language processing
03fhijH6e2w,depend_on_r,yhVLhoN5_vE
wfvg4rE7WpM,r_contain_c,Image
IRbggk6J0TA,depend_on_r,oFOPRPufisk
sCmsrSBJT8A,r_contain_c,Abstraction (computer science)
mAK9KklkRYY,r_contain_c,Logic
Concurrency control,depend_on_c,Computer science
tORLeHHtazM,r_contain_c,Data type
y3CtaMFMxjc,r_contain_c,Index (database)
6vcdaVuTDT0,r_contain_c,Reason
RR6Ben6qVnE,r_contain_c,Reason
Database management system,depend_on_c,Database transaction
PGfG-DPosCA,r_contain_c,Graphics
omuyzDmNaf4,r_contain_c,String (computer science)
Graph (mathematics),depend_on_c,Mathematics
H00_PVX2bRw,r_contain_c,Synchronization
jI_D3Bzf0u4,depend_on_r,TrlqZ_cIKhw
fV2k2ivttL0,depend_on_r,rs84dWPEFGU
dAOPcV8jMTo,r_contain_c,Differential equation
OI4cYnHCHu4,r_contain_c,Computing
8z4zUjsZZrs,r_contain_c,Logic
gv1SKCt0vnc,depend_on_r,8vRZi05VE3Q
VmnzH3GZiKw,depend_on_r,BM24sU2Xm7w
_SxlpxqIs-s,r_contain_c,Stack (data structure)
frDyLjZva9M,depend_on_r,Q7hlcuCGbxE
1qOMlqE6LhU,depend_on_r,GpK36dizqEM
-2hpoIjNSb4,r_contain_c,Syntax
xZpyjp5IVo0,r_contain_c,Computation
8BHpKzahwPM,r_contain_c,Scope (computer science)
EO4B_ykP8f8,r_contain_c,Reason
AOnQvbPbP4g,r_contain_c,Matrix (mathematics)
Computer security,depend_on_c,Mathematics
oFOPRPufisk,depend_on_r,XRaDIbBAb98
h9CxARIB8gY,r_contain_c,Algorithm
G3OwDpYTJPE,r_contain_c,Integer
YGnJyipLKrM,r_contain_c,Computation
fV2k2ivttL0,r_contain_c,Calculus
Q7pb3EectLo,r_contain_c,Graphics
gbOc1Hw5Ifc,depend_on_r,1eUVC4bI7QE
zMv5QI-5bjo,r_contain_c,Computing
ZJLWP103fKw,depend_on_r,rs84dWPEFGU
QEtWL4lWlL4,depend_on_r,vS0khTah3zU
cP1fN6xf3nI,depend_on_r,xKJjyn8DaAw
d39tTuUbDVw,r_contain_c,Algorithm
7LGmUi3xS0I,depend_on_r,0IgOapAtauM
CnCFj4o_e9Q,r_contain_c,Computing
LHgp0w8wV78,r_contain_c,File system
0O-JGqUa1aM,r_contain_c,Time complexity
6vcdaVuTDT0,r_contain_c,Algorithm
Y3z_ywZlPkg,r_contain_c,Integer
20J8lr0M1EY,r_contain_c,Computer
6CCwWCstDGc,r_contain_c,Variable (computer science)
Cryptography,depend_on_c,Mathematical proof
2Wm_zTKWw3U,r_contain_c,Complexity
ZJLWP103fKw,depend_on_r,qC2hHLlxqPY
QEtWL4lWlL4,r_contain_c,Computer
gmoC8xC4MGw,r_contain_c,Queue (data structure)
yE8oCPmKX0I,depend_on_r,GiBG9_6w3hw
CoBIpAZQYiA,r_contain_c,Matrix (mathematics)
qC2hHLlxqPY,r_contain_c,Data
5c41KiZXh-M,r_contain_c,Finite set
AN5I6fFxyfs,r_contain_c,Scope (computer science)
G3OwDpYTJPE,r_contain_c,Semantics
DU7IZMciHJE,r_contain_c,Communication
qN3g4f2_Xas,r_contain_c,Geometry
vu6eLFmrwaA,depend_on_r,_Pvu1599vFU
63M6vaCXQ3c,r_contain_c,Computation
03fhijH6e2w,depend_on_r,RlQYb3FZtQ8
m31K9yGf_fQ,r_contain_c,C (programming language)
