mit_6.453,r_contain_c,Uncertainty
mit_6.854,r_contain_c,Approximation
Context-free grammar,depend_on_c,Graph theory
stanford_CS 124,r_contain_c,PageRank
illinois_CS 473,r_contain_c,Computer science
Software testing,depend_on_c,Algorithm
cmu_15-437,r_contain_c,Java (programming language)
mit_6.344,depend_on_r,mit_6.041
illinois_CS 523,r_contain_c,Virtual memory
illinois_CS 423,depend_on_r,illinois_CS 241
P versus NP problem,depend_on_c,Graph theory
purdue_CS 63800,depend_on_r,purdue_CS 50300
stanford_CS 148,r_contain_c,Computer graphics
psu_CMPSC 122,depend_on_r,psu_CMPSC 121
stanford_CS 210B,r_contain_c,Software development
Semidefinite programming,depend_on_c,Introduction to Algorithms
psu_CMPSC 436,r_contain_c,Security
stanford_CS 154,r_contain_c,Computer science
cmu_15-466,depend_on_r,cmu_15-462
Imperative programming,depend_on_c,Discrete mathematics
princeton_COS  340,r_contain_c,Data
caltech_CS/CNS/EE 156,depend_on_r,caltech_CS 2
stanford_CS 267,r_contain_c,Data (computing)
illinois_CS 573,r_contain_c,Approximation
3D computer graphics,depend_on_c,Iterative method
msu_CSE 460,r_contain_c,Computation
Computational complexity theory,depend_on_c,Integer
iowa_CS:4350,depend_on_r,iowa_CS:2210
Software engineering,depend_on_c,Computational problem
mit_6.836,r_contain_c,Scheduling (computing)
psu_CMPSC 448,r_contain_c,Artificial intelligence
stanford_CS 243,depend_on_r,stanford_CS 103
psu_CSE 542,r_contain_c,Data
mit_6.01,r_contain_c,Inference
iowa_CS:3820,r_contain_c,Data (computing)
cmu_15-381,r_contain_c,Robotics
psu_CSE 544,r_contain_c,Security
stanford_CS 145,r_contain_c,Relational model
mit_6.042,r_contain_c,Computer science
mit_6.819,r_contain_c,Graphics
illinois_CS 527,r_contain_c,Software engineering
stanford_CS 231M,r_contain_c,Feature extraction
maryland_CMSC 330,r_contain_c,C (programming language)
caltech_CS 1,r_contain_c,Python (programming language)
msu_CSE 420,r_contain_c,Computer
illinois_CS 548,r_contain_c,Prediction
Parsing,depend_on_c,Automata theory
stanford_CS 348A,r_contain_c,Tensor
mit_6.851,r_contain_c,Data
stanford_CS 348A,r_contain_c,Geometric modeling
illinois_CS 429,r_contain_c,Software engineering
cmu_15-322,r_contain_c,Computer
stanford_CS 148,r_contain_c,Computer
msu_CSE 232,r_contain_c,Generic programming
maryland_CMSC 631,r_contain_c,Object-oriented programming
mit_6.011,depend_on_r,mit_6.041
cmu_15-319,depend_on_r,cmu_15-213
cmu_15-462,r_contain_c,Geometric modeling
caltech_CS 101,depend_on_r,caltech_CS 38
illinois_CS 101,r_contain_c,Data
Newton's method,depend_on_c,Algorithm
illinois_CS 563,r_contain_c,Security
cmu_15-317,r_contain_c,Functional programming
cmu_15-150,r_contain_c,Complexity
princeton_COS  597B,depend_on_r,princeton_COS  226
stanford_CS 109,r_contain_c,Computer science
cmu_15-369,r_contain_c,Speech recognition
illinois_CS 427,r_contain_c,Software development
stanford_CS 242,depend_on_r,stanford_CS 107
mit_6.839,r_contain_c,Geometric modeling
iowa_CS:4740,r_contain_c,Big data
iowa_CS:4420,depend_on_r,iowa_CS:3330
stanford_CS 316,depend_on_r,stanford_CS 149
caltech_CS/SS 152,r_contain_c,Geometry
mit_6.004,r_contain_c,Concurrency (computer science)
mit_6.341,r_contain_c,Signal processing
stanford_CS 249A,r_contain_c,Object-oriented programming
maryland_CMSC 725,r_contain_c,Data
cmu_15-354,r_contain_c,Algebra
cmu_15-610,r_contain_c,Computer
cmu_15-424,r_contain_c,Computation
mit_6.046,r_contain_c,Analysis of algorithms
msu_CSE 843,r_contain_c,Natural language
Abstract data type,depend_on_c,Number theory
iowa_CS:3910,depend_on_r,iowa_CS:2420
mit_6.824,r_contain_c,C (programming language)
stanford_CS 193P,r_contain_c,Memory management
mit_6.042,r_contain_c,Integer
maryland_CMSC 466,depend_on_r,maryland_CMSC 106
cmu_15-441,r_contain_c,Security
cmu_15-237,r_contain_c,Java (programming language)
maryland_CMSC 435,depend_on_r,maryland_CMSC 417
illinois_CS 522,r_contain_c,Programming language
iowa_CS:3620,r_contain_c,Communication
Visualization (computer graphics),depend_on_c,Computer
msu_CSE 498,depend_on_r,msu_CSE 450
stanford_CS 229T,r_contain_c,Kernel (computing)
mit_6.231,r_contain_c,Stochastic
purdue_CS 60300,r_contain_c,Distributed computing
mit_6.341,r_contain_c,Fourier analysis
cmu_15-112,r_contain_c,Debugging
cmu_15-213,r_contain_c,Computer
cmu_15-610,r_contain_c,Operating system
caltech_CS/CNS 171,r_contain_c,Computer
stanford_CS 109,r_contain_c,Combinatorics
mit_6.839,r_contain_c,Statistics
Computer architecture,depend_on_c,Number theory
maryland_CMSC 351,r_contain_c,Combinatorics
caltech_CS/EE 143,depend_on_r,caltech_CS 38
illinois_CS 574,depend_on_r,illinois_CS 473
psu_CSE 522,r_contain_c,Semantics of programming languages
Graph coloring,depend_on_c,Algorithm
stanford_CS 228,r_contain_c,Data
cmu_15-251,r_contain_c,Probability theory
stanford_CS 267,r_contain_c,Approximation
stanford_CS 244B,depend_on_r,stanford_CS 144
princeton_COS  402,r_contain_c,Inference
mit_6.035,r_contain_c,Compiler
msu_CSE 251,r_contain_c,Data
SQL,depend_on_c,Data structure
stanford_CS 225A,r_contain_c,Autonomous robot
psu_CSE 557,r_contain_c,Concurrency (computer science)
mit_6.872,r_contain_c,Bioinformatics
mit_6.828,r_contain_c,C (programming language)
maryland_CMSC 427,depend_on_r,maryland_CMSC 420
mit_6.828,r_contain_c,Operating system
Artificial intelligence,depend_on_c,Problem solving
"princeton_COS  375,ELE  375",r_contain_c,Computer architecture
psu_CSE 541,r_contain_c,Relational database
msu_CSE 914,r_contain_c,Object (computer science)
mit_6.437,r_contain_c,Prediction
mit_6.344,r_contain_c,Signal processing
caltech_Ma/CS 6,r_contain_c,First-order logic
iowa_CS:4330,depend_on_r,iowa_CS:3330
Pipeline (computing),depend_on_c,Central processing unit
Recursion,depend_on_c,Programming language
stanford_CS 1C,r_contain_c,Security
purdue_CS 51400,r_contain_c,Numerical analysis
iowa_CS:2520,r_contain_c,Computer
purdue_CS 60300,r_contain_c,Concurrency control
psu_CMPSC 458,depend_on_r,psu_CMPSC 311
iowa_CS:5810,r_contain_c,Formal methods
mit_6.842,r_contain_c,Complexity
Type system,depend_on_c,Computer science
Coding theory,depend_on_c,Computer science
iowa_CS:4520,r_contain_c,Ray tracing (graphics)
Divide and conquer algorithm,depend_on_c,Combinatorics
Autonomous robot,depend_on_c,Speech recognition
caltech_CMS/CS 139,depend_on_r,caltech_CS 38
maryland_CMSC 435,r_contain_c,Software engineering
illinois_CS 511,r_contain_c,Data
psu_CSE 543,r_contain_c,Computer security
maryland_CMSC 421,r_contain_c,Data
Haskell (programming language),depend_on_c,Logic
iowa_CS:2210,r_contain_c,Combinatorics
Linear programming,depend_on_c,Computer science
illinois_CS 466,r_contain_c,Bioinformatics
cmu_15-351,r_contain_c,Analysis of algorithms
Reinforcement learning,depend_on_c,Numerical analysis
Functional programming,depend_on_c,Recursion
stanford_CS 167,r_contain_c,Graph (mathematics)
stanford_CS 155,r_contain_c,Network security
purdue_CS 53600,r_contain_c,Computer
mit_6.436,r_contain_c,Probability
stanford_CS 103,depend_on_r,stanford_CS 106A
msu_CSE 101,r_contain_c,Communication
msu_CSE 260,r_contain_c,Probability
psu_CMPSC 475,depend_on_r,psu_CMPSC 311
stanford_CS 242,r_contain_c,Program analysis
Parsing,depend_on_c,Computational science
stanford_CS 246,depend_on_r,stanford_CS 109
purdue_CS 54100,r_contain_c,Semantics
iowa_CS:2210,r_contain_c,Computer science
stanford_CS 231A,r_contain_c,Computer vision
cmu_15-122,r_contain_c,Computer
mit_6.813,r_contain_c,User interface
mit_6.728,depend_on_r,mit_6.003
caltech_CS 4,r_contain_c,Programming language
caltech_CS/SS 152,r_contain_c,Information theory
purdue_CS 62600,r_contain_c,Security
stanford_CS 255,r_contain_c,Computer security
psu_CSE 542,r_contain_c,Data (computing)
Partial differential equation,depend_on_c,Differential equation
maryland_CMSC 714,r_contain_c,Debugging
princeton_COS  518,r_contain_c,Computer
cmu_15-150,r_contain_c,Imperative programming
stanford_CS 265,r_contain_c,Data analysis
stanford_CS 221,r_contain_c,Artificial intelligence
purdue_CS 53600,r_contain_c,Server (computing)
purdue_CS 62600,depend_on_r,purdue_CS 52600
stanford_CS 348B,r_contain_c,Computer
