0,Compiler
1,Floating point
2,Quantum mechanics
3,Suffix tree
4,Boundary value problem
5,Least squares
6,Recommender system
7,Packet switching
8,Random variable
9,Expert system
10,Machine translation
11,Digital signature
12,Graphics processing unit
13,P versus NP problem
14,Round-off error
15,Finite element method
16,Complexity
17,Sparse matrix
18,Database design
19,Continuous function
20,Neural network
21,First-order logic
22,Genetic algorithm
23,Geometry
24,Randomization
25,Matrix (mathematics)
26,Mathematical induction
27,Polymorphism (computer science)
28,System call
29,Introduction to Algorithms
30,Virtual memory
31,B-tree
32,Graphical user interface
33,Natural language
34,Shared memory
35,Computer programming
36,MATLAB
37,Game theory
38,Automated theorem proving
39,HTML
40,Programming style
41,Data structure
42,Computer graphics
43,Visualization (computer graphics)
44,Fixed point (mathematics)
45,Profiling (computer programming)
46,Communications protocol
47,Image
48,Pushdown automaton
49,Congestion control
50,String (computer science)
51,Wavelet
52,Computer network
53,Inequality (mathematics)
54,Scalability
55,Volume rendering
56,Linear programming
57,Telecommunications network
58,Formal verification
59,Programming language
60,Poisson distribution
61,Nonlinear system
62,Feature extraction
63,Kalman filter
64,Communication
65,Query optimization
66,Imperative programming
67,Cloud computing
68,C++
69,Data analysis
70,Queue (data structure)
71,Data (computing)
72,User interface design
73,Query language
74,Network security
75,Algorithm
76,Shortest path problem
77,Cryptography
78,Data mining
79,Program analysis
80,Question answering
81,Arithmetic logic unit
82,Inheritance (object-oriented programming)
83,Combinatorics
84,Statistics
85,Inter-process communication
86,Lexical semantics
87,Firewall (computing)
88,Uncertainty
89,Embedded system
90,Traffic analysis
91,Vulnerability (computing)
92,Hash table
93,Knowledge representation and reasoning
94,Algebra
95,Recursively enumerable set
96,Semidefinite programming
97,Bayesian network
98,Software testing
99,Graph (mathematics)
100,Microprocessor
101,Computer animation
102,Problem solving
103,Dynamic programming
104,Computer vision
105,List of undecidable problems
106,Cluster analysis
107,Finite-state machine
108,Parallel computing
109,Signal processing
110,Deadlock
111,Symmetric multiprocessing
112,Halting problem
113,Speech recognition
114,Support vector machine
115,Web browser
116,Model checking
117,Computational complexity theory
118,Automata theory
119,Symbol table
120,JavaScript
121,Geometric modeling
122,Software development
123,Stack (data structure)
124,Robot
125,Arithmetic
126,User interface
127,Superscalar
128,Document classification
129,Motion planning
130,Formal language
131,Control flow
132,Finite difference
133,Large deviations theory
134,Vector processor
135,Transaction processing
136,Instruction set
137,Encryption
138,Propositional calculus
139,Formal methods
140,Quantum cryptography
141,Part-of-speech tagging
142,Concurrency control
143,Time complexity
144,Expected value
145,Computational learning theory
146,Performance tuning
147,Asymptotic analysis
148,Machine learning
149,Iterative method
150,Reinforcement learning
151,Coding theory
152,Computer security
153,Inference
154,Logic
155,File system
156,Abstraction (computer science)
157,Procedural programming
158,Memory management
159,Information assurance
160,Multi-core processor
161,Randomized algorithm
162,Application programming interface
163,Dynamic memory allocation
164,Hidden Markov model
165,Sufficient statistic
166,Motion capture
167,Automated planning and scheduling
168,Python (programming language)
169,CPU cache
170,System programming
171,String searching algorithm
172,Theoretical computer science
173,Design pattern (computer science)
174,Image analysis
175,Probability
176,Correlation and dependence
177,Compiler optimization
178,Foundations of mathematics
179,Central processing unit
180,Distributed algorithms
181,Fourier analysis
182,Statistical inference
183,Reason
